City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
320,howrah,22.5892,88.3103,23.0,78,20,2.06,IN,1701211168
321,east london,-33.0153,27.9116,19.29,76,100,10.12,ZA,1701210960
322,cadale,2.7603,46.3222,27.15,76,84,6.27,SO,1701211168
323,lianzhou,24.7811,112.3825,13.8,81,6,0.12,CN,1701211168
324,aripuana,-9.1667,-60.6333,26.95,67,78,0.87,BR,1701211169
325,taltal,-25.4,-70.4833,19.5,69,21,3.06,CL,1701211169
326,el calafate,-50.3408,-72.2768,8.83,56,11,4.45,AR,1701211169
327,ekenas,59.9736,23.4339,-0.06,78,99,3.62,FI,1701211169
328,vila velha,-20.3297,-40.2925,26.08,84,75,4.63,BR,1701211070
329,mareeba,-17.0,145.4333,28.6,50,79,0.76,AU,1701211170
330,veraval,20.9,70.3667,21.83,67,0,4.74,IN,1701211170
331,inverloch,-38.6333,145.7167,15.11,94,100,11.11,AU,1701211170
332,tingi,-11.3,35.0333,20.25,74,82,1.67,TZ,1701211170
333,susuman,62.7833,148.1667,-29.75,100,100,0.25,RU,1701211171
334,acapulco de juarez,16.8634,-99.8901,29.9,79,75,3.6,MX,1701211086
335,khanty-mansiysk,61.0042,69.0019,-2.94,74,0,3.13,RU,1701211171
336,nyala,12.05,24.8833,23.78,27,5,6.33,SD,1701211171
337,hoemul-li,41.4339,129.67,-3.79,33,0,4.22,KP,1701211172
338,zhigalovo,54.8097,105.1578,-21.85,99,90,0.53,RU,1701211172
339,tual,-5.6667,132.75,28.51,71,100,1.24,ID,1701211172
340,atamyrat,37.8357,65.2106,18.02,31,100,3.14,TM,1701211172
341,salaverry,-8.2333,-78.9667,20.21,86,59,4.26,PE,1701211172
342,bonanza,14.0289,-84.591,24.16,89,30,1.65,NI,1701211173
343,tagiura,32.8817,13.3506,18.34,38,66,6.41,LY,1701211173
344,darwin,-12.4611,130.8418,31.08,78,40,3.09,AU,1701210981
345,lompoc,34.6391,-120.4579,21.08,50,0,4.63,US,1701211052
346,mpophomeni,-29.5682,30.1862,18.83,95,98,0.4,ZA,1701211173
347,arkhara,49.4212,130.0842,-24.86,100,98,0.73,RU,1701211174
348,rio grande,-32.035,-52.0986,23.06,87,27,6.54,BR,1701211174
349,sao vicente,-23.9631,-46.3919,28.1,26,96,1.91,BR,1701211174
350,ixtapa,20.7,-105.2,29.01,70,40,5.66,MX,1701211174
351,sittwe,20.15,92.9,22.01,80,95,2.62,MM,1701211175
352,queenstown,-31.8976,26.8753,12.94,80,97,4.27,ZA,1701211175
353,brak,27.5496,14.2714,14.64,32,0,2.01,LY,1701211175
354,isla mujeres,21.2311,-86.731,27.03,71,96,9.54,MX,1701211175
355,zhangjiajie,29.1294,110.4783,12.09,77,46,0.89,CN,1701211175
356,miquelon,47.0975,-56.3814,4.63,72,91,11.67,PM,1701211176
357,as sulayyil,20.4607,45.5779,21.14,35,6,2.9,SA,1701211176
358,whangarei,-35.7317,174.3239,19.74,51,74,3.63,NZ,1701211014
359,galesong,-5.3166,119.3661,24.01,76,89,2.11,ID,1701211176
